text,is_Error
Super SuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuper,1
So nic is POWER,1
I havent opened it but i hope its the best,1
Whose game I ever played coolest game I ever played,0
I Like This 🎮,0
"This game is too cool to say a word,s so any one how's reading this download . This game",1
The over all exprince is good for road trips and thats why i love it.,1
"I love this game!!! I only have a problem with the pausing unexpectedly during gameplay. Please fix this. Either ways, this game is great and I'm giving it five stars!!!!",1
Twitter,0
This game is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
Best game after mincraft,1
AMAZING GAME!!!! I LOVE SONIC DASH!!!😍😍,0
Awesome game endless running game good job sega,1
Sonic dash is a very nice game to play but when u are near to win it said u fail that happen to me a lot so i am going to give u four (5) stars for this game good game 🍰🍗🍸🍦😎💏👍👈👌👊✌👆👈👑🔪💸🔫💸💸💸💸💸💸🎂📱📲☎🎄🎨📷🎲🃏🎡🎤📺🎪🎠🐬🐞🐝🍕🍖🍟🍝🍏🍐🍉⚡🌊⛄✅✔🔥💫💫💫💫💫💫💫💫 eggman zazza is such an fool u rock,1
"Sonic dash very fun game foumous game😉😉😉 it,s best game but i,want new sonic",1
Is a very nice game,0
Yeet,0
I love this game,0
"Awesome game, a must for Sonic fans. The replay value is high. Awesome graphics and characters. It lags the first few times but is overall okay. I just hope that there are even more zones, characters, and BOSSES! I mean, come ON, Sega! Can't you add a boss fight with Infinite, Zavok, Neo Metal Sonic, or Master Overlord. Maybe even Imperator Ix from Sonic Chronicles? It is getting boring with just two bosses if you ask me. And maybe can you add a special skill for each character? Please?",1
Great app,0
beep bo bop,1
Jaber And Aiya,1
Cool game😀😀😀😀,1
nice game I love this,1
this is a chlidhood game😪 i just like it now,1
"Fun game,only had it like 4 days",1
Univision,0
Wow ameyzing,1
😎 awesome,0
DEE Jay G PENOLIAR,1
Very very good,1
Great and fun to play,0
Just so addicting!,0
This has no ads and no lag thus is the best,0
Its a cool game,1
Good game,0
Amazing game 🌟 S,0
Love it,0
Best game,0
"ය්ංයුෆ්ට්ඦ්i,dzet",1
Because super enjoy and relax,0
Its amazing!,1
I love it so much,0
Cautar basaa,1
Addicting!,0
I'm finding a sonic game and then I saw this you should play this if you like sonic the senoc game,1
wi love it,1
I love this game but i have one problem. Please remove the premium rings and character.,1
It's great. But I wish it got more updates like years ago.,0
لعبه جميله ❤❤❤,0
Perfect 😎😎,0
This game is cool💵💵🤟,1
This is the best app for playing. I give 5 stars. The second zone beach is very very nice.we have also unlock characters.,1
Wow,0
Good,0
Nice germ i love it,1
This is addicting,0
This game is so fun that im going crazyyyyyyyy om just daying pls add something new just plz is a good game but qhen i get all the charactors is gone it suckkkk so much i just come back for two seconds,1
i love this game,1
A very good app to edit,0
"It was good to use but now after sometime when I try to crop the picture or video, it is not done as the area covered. Even if I crop it already n then add still it's the same. I am very disturbed because of this and not able to complete my editing.",0
Nice but don’t unlock all 😢😢😢,0
Super excellent condition aap I want green screen.. Coma key in this app free version... Will you please 😂😂😂😂😂,1
"Its great app , i love it😉💓",1
Great app,0
Hi op Vinod somrswar channl sub nrw,1
It's really gooddddddd,1
❤❤❤,0
Omg apppp😮😮,1
It's the best app ever,0
Useful & perfect,0
Easy to use,0
💜💜💜💜,0
Best video editor ever 😍❤,0
Beautiful😍😍😍✨,1
Nice,0
"It's a beat app, for quick edits on the go as a non- premium user, designing tools are high quality (even for non-premium users) Just overall neat app, can't really say there's much bad things to mention.",1
Happy,0
Because I want,0
Awesome,0
Nice and easy to use and great outcome and quality too,0
Better than all apps,0
Very very good app,1
Great,0
Very easy for a non tech savvy person like me ...great app,1
Love it,0
Great and very usefull Apps!,1
Super,0
Thank you,0
Amazing,0
"Awesome app, very convenient to make the videos.",0
Fun and easy,0
Future updates inshot,1
easy to use :) really recommended :),1
UnBelieve HD Video Great app,1
Its good,1
It's amazing app thank you so much inshot,1
Nice app.. Very easy to Editing video and photos Sach a nice and helpful app.,1
So nice application,0
Best Video Editing I've seen,0
Very nice,0
Super star in short,1
Good apps,0
Gudd,1
👌🏽👍🏽👍🏽,0
Its really very nice and easy to use. Use it and enjoy your vibes.,1
Nice,0
This app is very nice if downloaded this u never wast is very nice.,1
Nice appp,1
Best for you tube videos edit love app😍😍😍😍😍🤩🤩🤩🤩🤩😘😘😘😘😘,1
Good for editing photo To edit video u can use your cut which is made by the same ppl,0
Good,0
Wonderful,0
great,0
Super,0
Good,0
Very very nice app my first rating,1
Very Good and very Friendly Application for any Photo or Video Editors,0
Perfect,0
Best,0
Nice,0
Top notch 👌,1
It so good,1
Nic,1
Good app,0
Good app with good features,0
"THIS FREAKING STUPID APP AUTO DELETE MY VIDEO AFTER SO MANY TIME AND EFFORT I PUT IN, DO NOT DOWNLOAD IT OR ELSE YOU WILL REGRET IT",1
Good,0
I dont know why ? But i really love this app ❤ i dont know how to said ☺this app so amazing ! 💗,1
I upgraded to pro!,0
چول منگ بود,0
Supar aap,1
Nice,0
Incredible i love it,1
This app is the best for editing say your bad a recoeding like me u can put multiple vids together,1
2 nice,0
Easy to adit,1
nice,0
Very good,0
Nyc,1
Nice,0
Good job the app,0
Super,0
Good app,0
Wow,0
It's awesome 🥰,0
This is app very nice to editor I like this app 😜,0
Nice 👍,0
Hhuhhhhg,1
Best,0
I love u,0
❤❤,0
Nice app. I like it 😊,0
thanku,1
A very very terrible app the worst app I ever seen,1
Love this app. Easy to use.,0
It is a very nice app . I like it so so so so much,1
♥️,0
❤😘,0
Extraordinarily great,0
Used to like it but now it's slow and won't let me update,1
"If that doesn't work, contact the site owner to ask that they secure the site and your data with HTTPS.",0
"643的3，E1140F43f321, xtf1",0
Maza aa gaya 🤩,1
HI Google Chrome,0
Simply finished,0
cannot update the app... edit: uninstalled. cannot uninstalled because its the pre-installed app...stupid.,1
I need Google Chom its verry nice L ove it.,1
All seems good 😜,0
Why does your app never update? its literally the only one that does not. Ever. EVERY OTHER APP Ive ever had does with no problem. What's wrong with yours,1
Not download,0
So amazing,0
Good,0
Thank ❤🌹you👍,1
Great,0
It's not updating 😒.,0
बेस्ट aap,1
Good,0
Stupid,0
G ok,0
"Won't allow me to update, android has gone to rubbish.. might buy an iphone.. this is pathetic! Goes for all android system apps, they're not allowing to be updated..",1
Goood,1
xcc,1
It duz not load up,1
About to change to another browser,0
Good,0
Excilent I'd recommend this app to everyone,1
Best,0
My mobile Phone chrome no update what's happening,0
Unwanted ad,0
Nice app and work smoothly,0
Good,0
Great app!,0
Very👍,1
Good App 👍,0
"Why 4 stars? Well honestly chrome is very trustable and easy to use but sometimes I get bad frame rates even when I have a good processor chipset during website scrolling, is it just my or this?",1
Since 1 week app showing updation but app is not update.,1
Here is bug in download every new update,0
Cant update the app on oppo f17,1
It helps with Google Chrome,0
Ok app,0
Best apk,1
Working good,0
Love,0
Worst,0
Good,0
If won't update at all on my phone.,1
Good,0
Chrome does not updating in playstore When i try to update chrome,1
Awesome,0
Good,0
All time show updates available but can't download,0
Thanks Am still waiting,1
New update take lots of time to launch the app Please look into this matter,0
Nice,0
Excellent very useful,0
"This app gives notifications of porn sites that i can't even search and i can even block and off all notifications but after that it also gives notification and pop ups of such embarassed sites that i does'nt want, and sometimes it's hacking the phone, and i don't even want to give this one star :(",1
वेरी गुड,0
Good👍,1
Remove for Chrome ad 😡😡😡,0
Not updating,0
Doesn’t update,0
Nice 🙂🙂🙂🙂,0
Nice,0
Best,0
why I cannot update the app on my infinix smart five phone?,1
Great,0
Cool,0
Awesome,0
Very slow and freezes every time I launch it. Please can someone help me out?,0
Love it,0
Good,0
Good,0
Best,0
I am trying to find out in my PayPal account how much money do I have and need to know how I get the money,0
"Satisfied to use google chrome safe and secure, Very excellent and fast browsing for android phone and tablet",1
Useful,0
"3 star for Dark mode not working properly,",0
show every time updates available but we will try to update but can't download,1
Hello Google why I can't update the latest version of these Chrome my last update is on 12 march 2021 is it the latest or what please help me,1
PRESS F TO PAY RESPECT TO GOOGLE,0
Abdisalam abdisalam dotc. Com,1
What's up app,0
Oke - oke sajalah kan ku coba...Aplikasinya.,1
Worst,0
Very Bogas service,1
goof,0
Nice,0
Nice,0
Nice app,0
Good,0
Good,0
Excellent,0
Use,0
👍,0
This is helpful,0
Hi Ha,0
Each every time updating problem,0
Best browser ever 👍,0
Very good,0
So fun and i love it,1
Items are in good quality as of now,0
Good condition mga order ko,1
Excellent,0
"New user and the sitewide aint working for me referral code aint charging as well, redeen code says that ive claimed the voucher but it aint appearing in the vouchers",1
Ganda nmn kaso bat sa lahat na illegal sites sa google nandun kayo nakakainis,1
Very user friendly!,1
Good,0
Very good service,0
5 star,0
Best but only not all free shipping at any row of your buy,0
Good,0
"I hate ur force popup ads auto direct me here , every single time , stupid ads",1
I love dis,1
Good and quality items,0
Too bad its better to order in shoppee than lazada,1
Very very good,1
great app,1
praktis gk perlu ribet,1
why I can't install lazada? other app all can install one. o nly lazada cannot. direct apk also can not,1
awesome and truly appreciate valuable customer with joyable and greatest of all. Lazada the best forever.,1
"Too many fake shops in this App, SORRY UNINSTALL",0
"It's good but some of those seller not responsive. I hope I can win a mystery box, because ever since I haven't yet win your mystery I just still hoping this time to win. Thx for the fast transaction and good of delivery.",1
😍😍😍😍😍,0
semoga lebih banyak promo dan diskon hehe,1
Cheap marketing,0
👌👍👍👍👍,0
One of the best online shopping app,0
Amazing,0
Good job for delivery,0
It's very good,0
Hell Yeah make your shopping easier,0
Very usefull,1
"Annoying! I clicked several don sa mga mystery box bcs I got curious! And now its all over my feed! Lagi ko nalang pinipindot yung dislike product, ayaw parin mawala! And to you who's reading this-- Scam yung mga mystery box! And Lazada, how could you let ""sellers"" scam people? May mga nagrereview pa sa kanila na legit daw just to support their scamming activity! I've never seen this on Shopee. Shopee talaga gamit ko but no choice Lazada for one product. I'll uninstall Lazada after this.",1
Good,0
Five Star kasi may Lee Min Ho tsaka SB19.♡ SALAMAT LAZADA HAHA,1
good,0
no coment,1
😮😮love,1
"Found so many unresponsible sellers. You can just check that out through the review. I can say that many sellers give fake review for their products using their cloned account, & it's like they have teams to do this kind of review so it's spread out in many products/seller review. Pretty a shame! And I still can't trust the quality of the products in Lazada's sellers, too many buyer's disappointment. Yet, I appreciate the product return policy where Lazada will pay for the shipping cost.",1
The best ang lazada 😍😍,1
Very good,0
Great online shop.,0
it's a great experience....,1
Excellent,0
Sobrang mura at sobrang ganda,1
Haven't try this flatform. Hope it works well,1
Awesome!,0
Excellent,0
Love the app😍,1
App doesn't let me return a defective product. Why does it go to the settings menu when I want to get the PDF of my return request??,0
Ok,0
Nc,1
"it is an okay app but I'm just so disappointed because unlike before that the lazada coins starts at 15, they already moved it into 5 instead and they also reduced the amount of fertilizer which was so disappointing.",1
everything that i'ved ordered from this app I got it on time and everything is in a good quality,1
Everything you need nasa lazada yan,1
Excellent,0
Masaya ako dahil lahat Ng item na binili ko sa lazada okay nman Sana ay mag patuloy:),1
👍,0
Easy and good,0
Nice apps😎,1
I dont now the email adress,1
So happy with lazada!,1
Easy to use,0
Excellent 👌,0
Very discountable app in the world. Just chilll. Amd enjoy yourself. πggg,1
I try to order palang po i hope that is nice product ang marecieve ko,1
"good app but the ads are getting annoying it has pop up everywhere I go. also unlike other ads, this focrce opens lazada app and is quite a hassle",1
Ganda ng app king ina,1
Pless give me for online class,1
i like this app very go quanrantee,1
Art,0
Fantastic,0
Lazada is the best! 💕,0
useful and convenient,1
Vry good,1
nice lazada,1
Im enjoying this apo cause im just buy a lot lol but its all good tho 😇✨,1
Good,0
Excelent,1
I luvet,1
So far so good,0
Nice,0
"i am very satisfied with the app, i ordered a few items and dwlivery was fast but the return policy of 7 days sucks. i bought an item worth 1k from JK.PH but it was defective when i used it on th 4th day. it was already the 7th day when i learned how to return an item. seller told me to have it repaired. waste of time and money.",1
Awesome,0
so easily to use,1
Very useful app,0
Awesome,0
Products are in good quality,0
Best lazada wla pang akong nakuha sa kanila na hinde q nagustuhan salamat lazada,1
Nice,0
Very amazing,0
👍,0
Sometimes good.sometimes bad,1
Outstanding,0
very useful app. thank LAZADA,1
Screen is so crowded that I am utterly confused and lost.... uninstalled,0
Good,0
Nice app,0
I love this app his so easy ❤️ ❤️😍💙,0
Best,0
Cool 😎,0
এফ সি কোড,0
Love my music 💙😍❤️😍💙,0
Good,0
Good 😍😍😍😍😍,0
"Hate this so much! Why am i still be charged for this app? I loved my Google Play music and would gladly pay for it, but it doesn't exist. YouTube music sucks and i never agreed to pay for YouTube music, but I am still getting charge by Google Play! That is wrong! Give me the product i paid for or my money back!",1
VERY GOOD,0
Nice,0
Yeah,0
I have never used this application.,0
Outstanding👌👌,1
RAJNI,1
Was a great relief for the days and now it's just trash. Can you people remove the app from the device!,1
Krnojla,1
Nice music,0
Its good,1
"Everything is linking with internet, I don't like it.",0
Youtube music is the worst then some. Truly a sad day this happened. I spent money on this app and had most of it wasted because they transfered over for some reason...,1
Good app,0
Why did you take play music away? We need it. Now YouTube music is telling it doesn't work in my area. When is YouTube music become functional in my area?😭😭 Please bring back 'play music' for me. Now I can't play music on my phone.☹️☹️,0
Love it,0
Bad,0
The Best,0
AMMT,1
Good,0
DONDE PUEDO ESCUCHAR DOS CANCIONES QUE COMPRÉ POR $1.29 Cada una pero en formato MP3? Solicito información para presupuesto en Videos oficiales y diferentes Actividades Sin Causar Molestia A los Derechos de los Administradores,1
Excellent,0
Good,0
gd,1
Super,0
حلو,0
Super,0
Was such an amazing app till YT music!!!!!! Disappointed!,0
Good app,0
YT Music 100% ruined a perfectly good app.,0
Better to delete,0
Good,0
This app is the best,0
Stupido i want my google play music back as usual!!! I having used this gpm a years now u changed it to ym. Im so angryr right now🤬🤬🤬🤬🤬🤬🤬,1
perfect👌🏻,1
This new update doesn't work in my country. I can't listen even to my downloaded music .well done,0
Good,0
সৌরভ মাইতি,0
Shaffiilla,1
Boooooring wish i cld dlt it,1
Kunal,1
Good,0
Bless yoi,1
Nice,0
Used to be bloody great. Now thanks a lot for the years.,0
This app is the Best,0
Great,0
This app good and nice to play music,0
"Improve the system , and update",1
Df,1
The fact that I can't delete this trash makes me so annoyed,0
Good app,0
Mm,0
Md,0
WHYYYYYYY YOUTUBE MUSIC IS GARBAGE WHY REPLACE THIS WITH YOUTUBE MUSIC,1
Very bad experience,0
dipakkumar,1
No delete apps no uninstall Google Play music bad I ROOT not removed use phone by google 😠,0
Garbage,0
It was a good app until YouTube music .,1
What a mess u guys made man look at the app how it used to be back then and how it is now very disappointed,0
"Booooo I hate YouTube, time for an Indo music player",1
Madarchud salee ai kay ha ba bheanchud,1
Wast app 🤬 when this app open dirictly go to the youtube music That wise don't download this app Download YouTube music,1
Awesome verity of unedited music,0
"I Loved This App. I Wish It Could Come Back, YouTube Music Sucks When Compared To This. I Hope That This App Can Come Back, Or That YouTube Music Can Be Worked On To Work Better.",1
Very bad Very Very bad,1
Bring it back please,1
Doesn't work anymore!,0
It is so good and it plays good music,0
It's not working,0
Cool,0
Best music player,0
Nice,0
After updating to YouTube music it became very worst and didn't back my old music albums,0
Worst app doesn't play songs in offiline,1
Very ba,1
"Was good, replaced by trash so gotta give it a 1",0
Baddd,1
Can't buy music and has a limited selection,0
"For me, this is the best app for me to play my downloaded musics. But I was shocked when I found out that this app needs a subscription! I am very disappointed..",1
Hih,1
گندی ہے ایپ چلتی ہی نہیں کچہ کرو,0
Nice app for long time,0
Nice,0
it so beautyfull💕💞,1
Wow Superb Application,1
Fake YouTube music player,0
Old versions is good,1
It so very best,0
Achcha hai Achcha hai Hi bhi,1
Eeflota@gmailcom,0
Giving taking tooo much time on trips for waiting drivers,1
Perfect,0
"If you can't find drivers, raise your prices so that more drivers will want to work. This is simple supply and demand economics, I'm not buying your stock either.",0
Very bad service 😔😔😞😔😞😔,0
Great,0
Excellent,0
Ok,0
exlent,1
Safety granted,0
"Good, the experience is good and the drivers are professional",0
Excellent services,0
Good service,0
Drivers always denying duty or demanding more money than it is shown. But uber is telling they will charge me if I cancel the ride.,1
"Best prices, excellent service and drivers!",0
Fabulous,0
Drivers are not switching on ac even if the ride charge is so high,0
Good app.,0
Ii,0
Great,0
Nice,0
On time very professional driver's.,0
He was so nice and professional helped make my day happy,0
Very nice 👍,0
Good service,0
Can't update payment method,0
Easy to use and professional people working on it.,0
"Best service ever, hands down the most polite courteous driver's and as well safest on the road. I highly recommend Uber to my friends and family.",0
Smooth. Beautiful. In the rain. Perfect. Thanks.JM,0
Heay hidden charge. Ghtiya services,1
Good,0
Excellent,0
Bew tiful 👌,1
Very good one,0
Great!,0
Pathetic in India. Drivers ask you for the drop and cancel the ride. Ridiculous.,0
Lots of hidden fees. They said $25 ended up paying 30+ Yeah tax but all the other surcharges not mentioned in the cost upfront. Cuz you will then probably will be discouraged from take uber. I want to see total tax and fees all in. Also does not handle pickup time change. Had to cancel and redo it.,1
"This week, I tried scheduling my rides ahead of time. When the time came, but when the time came, the app would tell me that there were no cars available and to try and schedule another ride later. Or if there was a car, it would cost me more than double as usual. What is the point of scheduling a ride if you won't get one at the specific time you wanted it. I did this for the past 5 days with the same results. Very disappointed.",0
App not donloded,1
Uber sucks!,0
Good driver 👏,0
Please beware!Since stimulus checks has been issued uber and lyft raised their prices or u cant fimd a ride.These companies need to be boycotted.We are paying over $50 dollars for a ride.These guys are out for your money,1
Nice,0
Excellent service,0
U want me to pay the money when the driver had refused. Thanks for no help,0
"Trip was good,but I have complaint for changing very high, as compared to normal. Even Ola was having just half of the fare.",1
Best Fast Service,0
It's very useful and rent is not so high,0
Good,0
Whene you bokking uber app so no otp in thise app it is the defective thise app no costomer safety in thise app not only very bad but also good,1
I don't know what happened to this company over the last year but I used to rely on them for the majority of my transportation considering I live in the city. The last 30+ attempts I've made have been painfully frustrating. Change your approach or sell your company to someone who will.,1
Worst app to use. I tried a lot sign in but I can't please go for ola app,1
"Amazing, the best",0
Very good app,0
"Terrible service. Nearly made me miss my flight. I scheduled a ride the day before my flight to make sure I had a ride. They confirmed and have me a countdown timer when my driver was going to show up. I was waiting outside and a while after, it just up and cancelled my ride. Now late for my flight with no recourse. Will not be using Uber ever again unless they can make this right. Terrible.",0
Amazing service,0
Map is note work,0
It's very nice but Uber app was unable to download ING in my phone what is the reason I don't know please do something,1
"I cannot evwn get a ride now, its such an inconvience",1
👍,0
It gets the job done. The app is easy to use and keeps you updated on your trip status. I have not had any problems using it. Thank you.,0
Excellent service,0
Very good,0
Best,0
Its a worst app ever i seen that the drivers will conform the order and he will call and ask that where u have to go and he will cancle the order.. I will give it only one star. Uber doesn't make drivers maintain and to conform the order and pickup on time. Every time it will take me 45 minutes to book This is the waste app 😡😡😡😡,1
"Over 20 mins wait times for drivers to pick you up & delays for over an hour for food delivery. Late to work multiple times. This has been going downhill since the pandemic but today was the last straw. Order was not accurate (wrong food sent), yet Uber has no problem taking my money. Canceling my accounts and switching to Lyft and Grubhub. I hope this company crash and burns.",0
no cars available and the drivers takes their sweet time. People have places to be.,1
The drivers no longer switch on the ac. Third time in a row. That was the reason why we moved from yellow taxis to uber. Uninstalling the app after this.,1
Good application,0
great,0
Useless app,0
Higher charges all the time.,0
Price always higer than ola,1
Shows low rates at the time of booking and charges extra at the end of trip.,0
The drivers r too reach u and they take 20 mins or more to pick u up and I dont like that ppl got places to go and things to do and I will be honest do not download this app your off with Lyft,1
Very good 👍,0
GREAT DRIVER.,0
La aplicación se congela muy seguido no le deja hacer nuevos viajes,1
Always best,0
Support team is useless. Goodluck trying to delete your account.,1
Best,0
Veri nice,1
Nice app,0
Ghatiya App.. No helpline number paid through cash still it shows as a unpaid charges.. Very bad customer service 👎,1
"There's a glitch where I will go to send a message to a driver and the field will stay blank even if I'm typing, I'll have to close the app and reopen it for it to work. Also, the map to follow my driver sometimes freezes and then the line moves but the car doesn't, making it harder to pinpoint where the driver is. Lastly, it sometimes won't let me pick specifically where I am, but only a predefined pickup point which is really far from my location.",1
The app really sucks when you're trying to get an agent or phone number to contact for support issues.,0
full bad app,1
Excellent. I usually get car sick in the back but this guy was great 👉👉,1
It's safe with Uber,0
I have had great experiences,0
Good,0
My account has got disabled for unknown reasons. My complaint isn't being answered. Pathetic 🥺,0
Very bad experience very attitude very bad management very bad biker captain so today i uninstall this bloody bulllshit app.,1
Unbiased charges.,0
"All of a sudden I was opted out so I can't get SMS messages anymore and when I texted START to the number the app provided, I got nothing and now can't get back in to get any rides.",1
Lady was very polite and enjoyed the ride.,0
Great rides,0
Good service,0
I don't know what happened to uber but there aren't any drivers and the prices are ridiculous,1
I love this uber,1
Good,0
Great and free one,0
Did you really make read receipt paid for premium users? How greedy.,0
Earlier it was good. Now they made all features paid. Even message delivery status & visitors status were also removed.,0
Nice Aap some one like,1
Bad connection at times,0
Ramukumar,1
I woule give a 5 next time aome stuff has 2 change 4 example some people there from losangeles then there actually from another state like the philphense and they should a search bar 2 search people u run into intead of scrooling all the way down,1
Oky,1
I love this app,0
It ok,0
..good but the last time i want to open badoo.i cannot open it they said account blocked?????,1
It has been good so far just wish I could be able to have photos I had before as they are on the Badoo that I previously had before upgrading my phone but if there is a way to get them back please add them to the photos that I already have,1
Other people use the App as a weapon to hurt each other,0
No tengo la menor idea pero me bloquearon mi cuenta y tenía una subscripción necesito que me devuelvan mi dinero,1
Excellent,0
💩,0
Odlicna App♥️,1
Paying to see who likes you👇,1
Good,0
Good good app,1
Never put your banking details on this app. I tried to buy credits with airtime but I never got them and never got a refund,1
I like it,0
My Badoo is not working why...anytime i open it they say I'm offline meanwhile my WIFI is on or it doesn't support Wifi again...come to my aid please...this app is very good so please try to fixed the fault,1
Good app,0
Great,0
Love it,0
I like it,0
"Cool as a passtime. . Why payment for Badoo premium in Nigeria naira was cancelled still baffled me. I have not been able to link up with those that like me for a long time now. I appreciate your beautiful response, but which other payment platform(s) allow for use of Nigeian naira.",1
Really good for having new friend in here,1
Excellent,0
Good,0
"A cada 4 mulheres, 3 são trans. Se eu quisesse pegar homem eu instalava o Grindr. Criem uma seção só para trans. É extremamente irritante a quantidade de trans nesse app, eles dominaram.",1
I have always loved this app,0
This app cannot hello for me I'm single no have partner for me 😢,1
best app,1
My account has been blocked reason i don't know why,1
EVERYTHING in this app cost money. One of the worst dating apps ever. After the last update its ALL about money money money.,1
Nice app,0
Hit n miss,0
Really sad to see how developers of the app push you into buying coins just so you can say hi to someone. Stay away from this app as far as you can. No wonder there are so many 0 star reviews. Owners of this app might as well start robbing ppl on streets with intentions of trying to make money out of you in a very nasty way and algorithm practices like this.,1
"Worst app ever, it blocked by account after 24hrs with no proper reason",0
"I really enjoyed my staying here, i chatt with new friends, I so much appreciate this app",1
It's a scam this app I had taken the subscription it's didn't geting active in applications so please pay my money back,1
A lot of fake 5* ratings. Google is doing poor job maintaining their own site.,0
"I don't want relationship, i see this ads every day on YouTube, every day i dislike this ads and report it as irrelevant for me. Maybe 1 star will help",1
Good aplikasi,1
It's good to be this side because we can meet our soulmate,0
"Banned my account, but left it online to attract people to the app. Possibly illegal and an invasion of privacy",0
Very good site,0
Bueno appilicion,1
All online chat and no meet. Badoo is one of the best chatting platforms. For me the best thing about Badoo was an advertisement for 35% off my gas bill,1
Very good,0
"How can one app go from the worst to where it should be banned from the internet well just ask badoo developers. This app is the worst of the worst it wants you to pay for everything including if someone has seen your message to where they are selling your information to third parties for money. If your phone,computer and bank gets hacked into then look at your badoo it's open for information to the highest bidder. Will badoo admit this or even respond to complaints or emails NO they don't.",1
"They illegally banned me, but kept my profile online to boost the apps popularity Totally unethical and probably should be arrested for invasion of privacy",1
It's a very good app,0
Super experience,0
Faaaaaake,1
Like an apothecary of bad boys... I wonder if anyone knows how to read and write.,0
Dont trust the good rating those were bought. This app is garbage!,1
"A lot of fake pictures and fake names so I don't recommend it,",1
Not sure,0
Beautiful,0
"in 2019 this is the best application but in 2020 my account was blocked until 5 accounts remained blocked for no reason, disappointed",1
Good,0
Lovly,1
Terrible for Dudes.,0
"This app helps people to make friends,I had nice experience, I enjoyed every minute. Thank you 😊",1
It's cool,0
Love,0
Very good,0
"i just like this app, and i am satisfied with it",1
why can't I pay with recharge card.,1
"This ""pay to see who you matched with"" is hypocritical. I just want to match and talk with people, why can't I get just the bare minimum. Making people create profiles and not even being able to chat.",0
WHY I NEED TO PAY??!?!? BRO I JUST NEED FRIENDS,0
It's been good I'm having fun,0
Is good,0
Cost money to do anything......POF is probably your best bet for something like this. Least with POF you can msg someone for free and get matches for free,0
its ok,1
"I like it, not the best system for learning out there but one of the best",0
"Do you like ads every 2 swipes? Ones that last at least 5 seconds before you can close it off? If so, this is the app for you!",0
Perfect,0
So nice App,0
Gq,1
I really like this app got talk to lots people and meet people to,0
Beautiful app,0
I absolutely love the app however sometimes there are issues such as the day not registering so i have to either repeat/waste my gems on some freeze streak,1
"Languages, i dont understand why they have a made up language from star trek, and GoT. I am wa*ting to see if you can add talalog.",1
The best,0
"It was terrible decision to add hearts. There are a lot of people who not native English speakers, and it's twice as hard to write some sentence, AND when you restrict us with those hearts...well. Sayonara",0
"Such a great learning tool! I love that each part has several steps which takes you from discovering the word, to being able to write it yourself in a sentence. I would have never thought that I could spell entschuldigung 🤣",1
One thing that I do not like about this app is that there are not that much words(verbs). And they gets repeated insanely.,1
I love u duolingo,1
Very useful for learning new languages,0
"Appealing, motivating",0
I love it... Still having trouble speaking but reading in this new language well...,0
Duolingo is the best language learning app,0
I really love this! learning Espanol and you managed to make it feel like a game!,1
It is a big help so far.,0
Very good.,0
"I absolutely love this app, it's easy to use.",0
recommended,0
"Can you give some extra lesson about russian words? I mean, i dont really familiar with the russian words",1
I love the game style learning. The only down side is the heart limits. Wish there was a way to earn free hearts to continue game play learning.,1
Great,0
Recent updates make the app to launch very slow not launch at all,0
"Some courses are well made such as Spanish and Italian, but e.g. the Hebrew course isn't very good",1
"I'm very sorr. I'm editing my reviews since I've been using this app for more than a year now. It's clear to me that this app isn't an effective way to learn any language because the method its using is highly insufficient. It's good at the surface, but when you discovered the rest of the iceberg you'll notice the ups and downs on everything, same with this app. Did I recommend this app to anyone else? Depends, but most of the time I'd say...no. Yikes.",1
I'm actually learning Spanish,0
Excelente aplicación,1
Did find this app very good but now they have change to 5 hart system it impossible for me to use i have dyslexia so make to many mistakes don't think it is possible to use unless you pay wich unfortunately i am not able to do at moment,1
This game is so good 👍👍👍,0
Supar interesting geme for home work top geme good 🎮🎮😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😀😇🙏👼😚😍😘❤,1
This is very helpful for my Italian learning! I highly recommend,0
Adicted love it ! 😁,1
"Top grossing app adding even more PAYWALLS, now they added a Heart system (like Candy Crush) which promotes you to check the tips so you don't make mistakes. Getting mistakes was the most important part for me to solidify my knowledge, since I disable the word choice bubbles and forced the writing method. EDIT: After many months, this garbage continues. I'd rather play all day on PC than 5 minutes on phone. Rubbish.",1
I like it very mich,1
Best for learning new language !,0
"Its a good app for beginers but also a good refsher for people who are a bit beyond the basics, the one critque that I have is the levels are very repetative wich can make learning a bit redundant but so far its okay.",1
Not bad,0
"Would've given this 5 stars, but recently I can't get past the levels I'm at. It gives me a phrase to read and respond to but there's no way to respond to it or hear it or any ""continue"" button so I'm stuck. Everything else is great though and I feel like I've learned a lot.",1
I really liked this app,0
This is the best to learning any language .This is the best app,1
"You'll learn if you put in the work, time, and practice! Updated (3/19/21)... I can pretty much read Italian now! :)",0
Very easy to use.,0
Love it,0
"Really a very good language program. The ads are really annoying, but you have the option to pay to remove them. Hard to find anything not to love. Don't change a thing!",0
